Region,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Slovenia,斯洛文尼亚,SVN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.247233332,1.81730135,1.654074662,1.573034776,1.536362812,1.401368318,1.361182469,1.211302468,1.093166275,1.300482474,1.387618576,1.403798337,1.430651945,1.414704328,1.538026104,1.439666274,1.491916329,1.590048053,1.608054902,1.297853688,1.17252175,1.053163405,0.974542395,0.929863358,1.006427047,0.982047347,0.974192235
Sweden,瑞典,SWE,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,3.77697094,3.720613331,3.863444293,3.967277242,3.866197738,3.912630749,3.858013271,3.61145185,3.476546878,3.459280733,3.358668261,3.410036785,3.40796435,3.278587306,3.215397049,3.081603138,3.003112902,3.101082115,3.147775488,3.123357423,2.923451596,2.948237147,2.853754784,2.737822618,2.671961323,2.6730084,2.586568256,2.653290515,2.585286749,2.508833922,2.568980315,2.45430639,2.444193072,2.386834348,2.279938524,2.169931226,2.153181248,1.967353403,1.923634524,1.900972986,1.84097673,1.717987232,1.647306736,1.600342875,1.443062125,1.416849585,1.326206945,1.307580197,1.170805863,1.177123149,1.203891,1.121811462,1.146719416,1.126886259,1.141254908,1.081459835,1.060107897,1.033501722,1.042914441
Swaziland,斯威士兰,SWZ,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.782319392,2.433096206,2.458416977,2.423538888,2.166101018,2.199561002,2.255866115,2.030801751,1.841121495,1.634512326,1.42929208,1.260090256,1.252872306,1.275974578,1.384516594,1.632711543,1.748046765,1.81808982,1.693339262,1.652577731,1.49483917,1.647208951,1.684505913,1.435205791,1.290036453,1.303786516,1.470954079,1.545861396,1.914187276,1.840266459,1.840246909,2.056966645,2.12321348,2.254164762,2.149798229,1.861767508,1.865988262,1.810893137,1.687060477,1.725586231,1.796563252,1.500061949
SAN Martin (Netherlands),圣马丁(荷属),SXM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The seychelles,塞舌尔,SYC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.290812516,4.674418605,4.541872627,4.280384842,4.27683189,4.026231508,4.424018989,4.727387331,2.759613407,2.443685452,2.281180263,2.09574851,2.024810037,1.732915588,1.782925442,1.679332821,1.778265522,1.677375471,1.734316375,1.897640227,1.602352351,1.413430023,1.468283589,1.150193197,1.020878336,0.737915363,0.855504063,0.936679585,1.036558933,2.4272298,1.4970374,1.87005484,1.480933416,1.444219695
Syria,阿拉伯叙利亚共和国,SYR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,10.51774666,9.544917258,13.46998536,0,8.642972536,8.877952756,7.747176541,8.213961922,12.16487936,10.82616931,11.22058824,8.436291027,10.7715648,15.06946557,12.66014516,15.9489246,14.72598584,14.50412764,14.70560993,15.92856776,17.24985372,14.54611794,15.5593999,14.63890519,17.68601842,16.55512166,14.44968129,11.21820972,7.853929383,7.972540834,6.868086819,10.42578732,8.990662756,7.238099842,7.36414273,6.949691317,6.041916055,5.882755318,5.808381112,5.810580496,5.453656421,5.480550468,5.412501223,6.248324272,5.541838676,5.026419904,4.394446823,4.100543653,3.552339806,4.027707759,4.056141736,0,0,0,0,0,0,0,0
The turks,特克斯科斯群岛,TCA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,乍得,TCD,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72887768,4.357569721,3.663003663,4.570037858,2.945381756,5.253623188,3.935286401,1.975073933,0,1.877133106,2.679217958,1.877575943,1.385617293,1.544636342,1.075865129,0.92295735,1.365223833,1.362045317,1.354021391,1.524474403,1.322522425,1.011624967,0.83197797,2.995626879,4.485948826,5.885152631,7.95566213,5.764933115,5.010096531,0,5.592313244,2.806513955,2.018821854,3.068475119,2.238589427,2.129559538
East Asia and the Pacific (IBRD and IDA),东亚与太平洋地区 (IBRD与IDA),TEA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.394058829,2.36639803,2.296997952,2.344249157,2.000427146,1.887261442,1.82719428,1.766553469,1.741088922,1.666483963,1.789930917,1.716090627,1.871282734,1.94542702,1.926923074,1.866684374,1.795248377,1.78883496,1.761359167,1.738440518,1.902249898,1.735730265,1.686697294,1.70395352,1.761220884,1.789842996,1.812935922,1.821111007,1.78030526,1.748862688
Europe and central Asia (IBRD and IDA),欧洲与中亚地区 (IBRD与IDA),TEC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.900313297,3.82453187,4.298151312,3.937605205,3.672784405,3.589228558,3.691572611,0,0,0,0,0,4.155878239,3.58573718,3.938581858,3.35990962,3.363271326,3.595031055,2.808291522,2.978907318,2.945909858,2.942507481,3.074557838,2.912824058,2.635955274,2.59890397,2.592598776,2.53148561,2.490962101,2.82269661,2.668533862,2.609495751,2.767467433,2.807514851,2.889911701,3.085563194,3.27369955,2.877602556,2.902920688
Togo,多哥,TGO,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0.265562914,0.546875,0.839955283,2.157112748,1.895385748,1.33747763,1.339739768,1.358863496,1.282235368,1.368395356,1.408312958,1.475643881,1.694915254,1.491954621,1.856586126,2.495231108,3.072274882,2.714285714,2.24906015,2.194630872,2.37248062,2.259176863,2.096979866,2.185149777,2.507983442,2.845058856,3.50349087,3.124908692,3.094068582,3.122485876,2.85935085,2.931228861,4.030655691,2.58431085,2.003642987,0,0,0,0,0,0,0,1.722612252,1.637501906,1.571423399,0,0,1.804347322,1.742989973,1.791169891,1.571310628,1.607115966,1.676177091,1.804269525,1.681081985,1.851219404,1.885580231,1.97291956
Thailand,泰国,THA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.465264913,2.097676785,2.628546794,2.616039953,2.430025445,2.325919336,2.165367923,2.426816881,2.754560247,2.991366571,3.065298507,3.560976405,3.474247413,2.882243033,2.655438559,2.795232757,3.131420986,3.48177335,3.923714233,4.380919406,4.244454944,4.063162519,4.120369215,3.953358835,4.064438754,4.189115002,3.795328216,3.361386558,2.93350109,2.684667123,2.594250189,2.645024814,2.657422878,2.524824499,2.502383353,2.290837058,2.164386993,2.163673956,1.886505852,1.67728398,1.532699843,1.492863056,1.428939996,1.323481864,1.154652348,1.123707581,1.1783753,1.425524981,1.639327463,1.820041716,1.556066654,1.594962866,1.382342374,1.403304083,1.409466288,1.433947823,1.443804525,1.368560935,1.327513356
Tajikistan,塔吉克斯坦,TJK,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000365714,0.003476857,0.001719802,1.098613251,1.289141005,1.695094937,1.713031604,1.39204461,0.598174533,0.580783882,1.048836933,1.118791495,1.131336328,0,0,0,1.016552869,0.95450469,0.952762566,1.09380664,0.99913996,0,1.128380097,1.219381177,0,0,0
Turkmenistan,土库曼斯坦,TKM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.797647059,2.315846154,2.041744359,3.962270214,3.11402735,2.901874751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America and the Caribbean (IBRD and IDA),拉丁美洲与加勒比海地区 (IBRD与IDA),TLA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.145111679,1.832673471,2.214146086,1.99196523,1.702888939,1.94725146,1.906747268,2.055448534,1.854081174,1.867806447,2.087743366,2.214064728,2.143066932,2.07217808,1.931154477,1.940741709,2.126215755,2.209013838,2.090797844,1.965048115,1.612152572,1.66407965,1.835601122,1.913888794,1.669743197,1.633161644,1.622822162,1.792824735,1.821506816,2.052563881,1.738145637,1.551870336,1.322899851,1.409020867,1.476016506,1.594530344,1.514721242,1.372454231,1.406537503,1.3284312,1.283829228,1.316539194,1.237420989,1.158973367,1.145708883,1.227756178,1.226372915,1.252032855,1.294753122,1.374135506,1.351736051,1.274805854,1.289529019,1.306697907,1.265338386,1.249614206,1.203584594,1.229687066,1.255264509
Timor-Leste,东帝汶,TLS,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444864865,0.605915693,0.816477468,0.526513802,1.073918163,0.617430978,0.343713377,0.490351006,0.561655735,0.732904503,1.191341908,0.969826028,0.855011484,0.609203396
Middle East and north Africa (IBRD and IDA),中东与北非地区 (IBRD与IDA),TMN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,4.015597822,4.055952261,4.478359255,3.616997176,4.321062844,5.444056795,5.465955018,5.732238721,6.89847912,7.795307977,8.125309156,7.106466885,5.900810617,5.514925974,8.682100381,10.29800746,10.00971725,9.118413409,8.783858311,5.784175294,5.541356886,7.514578219,7.047527935,6.598322999,6.247549421,6.210595634,5.669015699,5.103013249,4.859678563,3.936194304,0,3.802470726,3.889903187,3.249157847,3.448285727,3.228450832,3.137836196,3.326503096,3.365854361,3.108331558,2.964105297,3.223144442,3.190952734,3.181153974,3.046213289,2.954611102,2.88855122,2.727003708,2.696998703,3.119671107,2.921780181,2.755377372,2.839984505,3.115835221,3.350374723,3.432410315,3.255222238,3.378800234,3.059154881
tonga,汤加,TON,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia (IBRD and IDA),南亚 (IBRD与IDA),TSA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.179609144,2.229007036,2.776130212,3.922147511,3.761269468,3.973268192,3.862560949,3.421271269,3.414185249,3.370865305,3.439027951,3.955179637,3.951424213,3.043363292,3.027688321,3.243731521,3.439053586,3.188538555,3.170912377,3.23270189,3.14102905,3.221144899,3.469738667,3.475516272,3.556834556,3.703985843,4.136837744,4.237927332,3.817205932,3.627927846,3.295232484,3.211408991,3.104351755,3.191527127,2.982748597,2.985267603,2.890322755,2.93126109,2.963174996,3.086747789,2.994894257,2.91051209,2.827671258,2.705860932,2.821348649,2.75032585,2.566941447,2.411968583,2.583828443,2.827396948,2.676481619,2.622833446,2.527104704,2.463511116,2.489154267,2.431239071,2.498171494,2.513568035,2.452004477
Sub-saharan Africa (IBRD and IDA),撒哈拉以南非洲地区 (IBRD与IDA),TSS,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,1.799764162,2.049247582,1.760852949,2.981541863,3.107965243,3.386903642,2.786065054,2.450815431,2.688797526,2.74230472,2.789326601,3.954377199,3.826054544,3.979171473,3.618779997,3.295603033,3.051557681,3.012091916,2.818104865,2.950831358,2.810441902,2.515209639,2.778312052,3.499416923,3.866023002,3.862721636,3.628009085,2.850173791,2.392998748,2.667982256,2.227596477,1.832146343,1.537222804,1.54104716,1.57881488,1.946063102,1.69577818,1.665858521,1.704095529,1.485807229,1.497427388,1.407678983,1.37759005,1.375235443,1.532121432,1.63393316,1.321577475,1.283189406,1.258698087,1.358145829,1.351846434,1.299033745,1.267562162,1.343240633,1.101898324
Trinidad and Tobago,特立尼达和多巴哥,TTO,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0.670378179,0.675372177,0.754395571,0.961321287,0.841940908,0.683449029,0.420373506,0.438199279,0.504474181,0.489525807,0.514059137,0.591401257,0.592171641,0.513444458,0,0,0,0,0,0,0,0,0,0,0,0.49477359,0.489219432,0,0,0,0,0,0,0.158025342,0.216379463,0.29840942,0.57144138,0.611628692,0.629101948,0.576424587,0.499095769,0.722413239,0.645652235,0.57437365,0.656813133,0.798816919,0.721601178,0.857870706,1.022021439,0.952965496,0.778172699
Tunisia,突尼斯,TUN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.004787552,2.215909091,1.729605074,1.50801131,1.744186047,1.287718624,1.31747484,1.421052632,1.442684648,1.314235086,1.561672843,1.475261008,1.414519906,1.398419178,1.311538959,1.739979327,1.862390067,2.381495506,2.488022867,2.238193018,2.22002542,2.715040846,4.040046624,4.592367813,3.022269353,2.567573344,2.293167979,2.004903364,2.306999515,2.316996872,2.012814705,2.001862197,1.869267979,1.890485511,1.900239032,1.901852004,2.029245471,1.895378549,1.846565725,1.716548582,1.753271992,1.724076375,1.677471803,1.657912275,1.585288704,1.451601347,1.446367689,1.261006479,1.290573548,1.294956699,1.296649898,1.561274077,1.512343222,1.641778929,1.908775839,2.269650658,2.345882747,2.130721752,2.089830757
Turkey,土耳其,TUR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.900313297,3.82453187,4.298151312,3.937605205,3.597093815,3.531043159,3.637992483,3.32858525,2.932208636,3.148726521,3.527705694,3.754364248,3.8705665,3.921417254,4.051359337,3.901649735,4.139696943,4.103672231,3.184500909,3.889017374,3.66109467,3.603457075,3.795926881,3.296047173,2.697983717,2.409370506,2.418669281,2.266971314,2.240844875,2.536591328,2.324125699,2.078543276,2.054760321,1.96325312,1.902457774,1.847055744,2.067542609,2.068141475,2.504356609
Tuvalu,图瓦卢,TUV,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,坦桑尼亚,TZA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,1.423124064,1.473202946,1.734977633,2.299978199,3.097615651,3.432688865,4.1746165,5.355133175,5.360054705,4.688971702,5.476652349,10.10911126,8.502604526,4.520632509,5.584293919,5.497602015,5.414319489,5.247564175,5.387076364,5.744620631,3.151878987,2.447544162,2.382635479,2.04648408,2.181778011,2.106039259,1.379278371,1.294114065,1.627214037,1.555350299,1.54354454,1.601971547,1.48766266,1.487264012,1.451604644,1.302598457,1.074306968,0.994614573,0.8239413,0.792124011,0.773035719,0.708331843,0.768094083,0.908923798,0.916153061,0.926954971,1.000099681,1.052520912,1.133236064,1.142135254,1.179376785,1.211863513
Uganda,乌干达,UGA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0.11328976,0.369318182,0.651162791,1.132939439,1.437235543,1.623481781,1.794080605,1.824581006,1.973029046,3.468663594,4.062171629,3.495778972,3.624841572,2.822934974,3.185284026,2.036068025,1.966649908,1.687200174,2.217225096,1.888036275,1.97598463,2.218538462,2.626699029,2.661729141,2.905917938,2.586000295,2.459881965,2.729977858,2.968526221,2.507998476,1.659177721,1.931366756,2.015782348,2.101510533,2.210910902,2.11670724,2.442355813,2.655734032,2.36380394,2.254813627,2.189750484,2.266123159,2.365877747,2.256257064,2.013934499,1.867983537,1.804854041,1.579861315,3.011558148,2.876396027,1.435805137,1.162701106,1.165222366,1.214494478,1.257924102,1.293593376,1.425005898
Ukraine,乌克兰,UKR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434645819,2.417771795,2.734947609,3.178834493,3.988240904,3.2440318,2.883527639,3.511082849,2.769267195,2.676199506,2.745578771,2.506824335,2.69556661,2.669242396,2.753938858,2.557550875,2.840317536,2.742030822,2.258323327,2.353437002,2.392918909,3.0211448,3.973258827,3.668617869,3.2414929,3.782802953
Middle - and high-income countries,中高等收入国家,UMC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,2.388658034,2.243542054,2.131665562,0,0,2.481336527,2.496568593,2.536384357,2.579298546,2.472112448,2.338015066,2.223790377,2.906237727,3.587275845,3.83737479,3.785383672,3.573924343,2.794308648,2.423082702,2.755737652,2.778140735,2.971010748,2.6780975,2.722165825,2.758810322,2.694693065,0,2.591661156,2.305196646,2.070892863,2.412583006,2.224991484,2.182287657,2.101168766,2.020583268,1.968633447,1.811725713,1.874914049,1.829692999,1.931019288,2.010778392,1.970498421,1.897348888,1.893854576,1.896624313,1.874869701,1.901113092,2.096419372,1.942767257,1.881148443,1.938947635,1.982933446,1.997388598,2.022362235,2.042870327,1.964705309,1.911550317
Uruguay,乌拉圭,URY,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,2.198067633,3.764154627,4.531456225,4.286064169,3.481563539,3.745920161,3.621079858,3.800433839,4.696108629,6.255461279,6.449306894,5.381984036,4.575645756,4.304220644,4.12128018,3.039422209,3.156646909,3.529126741,3.527401664,2.394712193,2.849514812,2.792398452,2.57770557,2.714636675,2.80593839,2.399720747,2.258133682,2.394460971,2.435977288,2.502577662,2.53014006,2.237545322,2.040728013,2.000385866,2.006178078,1.777167088,1.869524688,1.82261338,1.875807858,1.719748932,1.803669825,1.816551302,1.807429456,1.820588136,1.883038154,1.978552386,1.950774077
United States,美国,USA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,8.619592573,8.775733101,8.944079228,8.465056048,7.716868831,7.206952894,8.0708414,9.063367169,8.873110952,8.272944284,7.689700005,6.643475174,6.271831327,5.668750181,5.729167361,5.397912888,4.988161659,4.971381002,4.762811989,4.772422137,4.956368918,5.433199546,6.566682446,6.043852204,5.888148606,6.121309408,6.302732032,6.083946499,5.746437065,5.546850488,5.278319875,4.572179865,4.666263973,4.326936776,3.941278765,3.63847027,3.350744426,3.209908811,3.017625314,2.908401135,2.933440288,2.944343368,3.249548509,3.60728628,3.785570991,3.861064782,3.819579693,3.853905577,4.221691998,4.627103075,4.657000923,4.576704253,4.227818074,3.811198676,3.480897196,3.271831264,3.207892169,3.109010405,3.16286488
Uzbekistan,乌兹别克斯坦,UZB,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.527482351,1.108028667,1.234185876,1.402495828,0,1.637649977,1.151779873,0.834770798,0.597792823,0.538921304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555482552
Saint Vincent and the grenadines,圣文森特和格林纳丁斯,VCT,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,委内瑞拉玻利瓦尔共和国,VEN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,3.05804441,1.422222222,2.312902133,2.553588071,2.446689113,2.636435539,2.656882591,2.858515494,2.677376171,2.498922878,2.29401644,2.699407872,2.829268293,2.470989761,2.307760848,2.591024555,1.887490748,2.067946824,2.105761268,1.915856359,1.695515342,1.521685775,2.248772616,2.970740103,2.292051756,1.369618956,1.649970536,1.63369834,1.816105083,2.793596941,1.518036556,1.840335277,1.64347885,2.145253855,1.590746925,1.54906216,1.039483384,1.795285052,1.588555205,1.437199004,1.526570129,1.555107911,1.153373596,1.182690627,1.288301812,1.831713749,1.978492217,1.888993106,1.793552852,1.231070415,1.013488628,1.130405341,1.341471732,1.669551783,1.16181681,0.941375969,0.454046014,0.487844145,0
British virgin islands,英屬維爾京群島,VGB,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The American virgin islands,美属维京群岛,VIR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,越南,VNM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.953767787,7.101610416,7.286512654,7.91085687,5.595317246,3.374588355,2.258694691,2.649355305,0,0,0,0,0,0,0,0,2.128641129,2.01437984,1.780960852,1.938364584,2.304757337,2.156372927,2.26520867,2.305049337,1.982099947,2.156886368,2.176849795,2.285507647,2.361155697,2.442960759,2.267969555,2.299457428
Vanuatu,瓦努阿图,VUT,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The world,世界,WLD,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,6.16935416,6.143000281,6.174197699,5.849390204,5.379958903,5.141433132,5.499816575,5.960547462,5.837025619,5.435785123,4.875335033,4.414410232,4.17599934,3.77347023,3.806573741,3.826492077,3.687568326,3.764512474,3.572012117,3.504091338,3.535495445,3.798347626,4.30532385,4.137004357,4.099127723,4.15068131,3.849488606,3.736792662,3.498978485,3.393451459,3.271601972,2.975986765,2.906363309,2.737983884,2.555641353,2.35525584,2.287117811,2.287452449,2.235002536,2.181398199,2.165451492,2.199831777,2.302343582,2.361555987,2.360557536,2.362759833,2.327996972,2.292888116,2.359310409,2.587971223,2.491724321,2.394160055,2.351273832,2.289405078,2.240909953,2.244779948,2.202153278,2.161112787,2.140630115
Samoa,萨摩亚,WSM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,科索沃,XKX,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016302794,0.481597271,0.661708667,0.761541227,0.667563281,0.687148342,0.725311468,0.776154026,0.773671256,0.795724206,0.795344789
Yemen,也门共和国,YEM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.551183444,7.011218859,7.277043191,7.063920416,8.398759041,6.350578483,5.281345941,5.805752597,6.081568704,5.172722436,4.915392365,5.481014692,6.89560795,6.854552052,5.301366496,4.868317012,4.308466835,4.850723487,4.445829498,5.653648497,4.685557034,4.926461703,4.573884277,4.079527404,3.966891088,0,0,0,0
South Africa,南非,ZAF,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0.950977129,1.467849136,2.254837304,2.064608481,2.695608798,2.630828861,2.704872973,2.78801853,2.761175265,2.608479274,2.333745094,2.458193034,2.372668861,2.646909828,3.085199282,3.874954708,4.727990612,5.263334559,4.562198887,3.863073729,3.304633661,3.638129163,3.614093296,3.604648205,3.695606959,3.69833383,3.820576325,4.192170492,4.623759023,4.357884741,3.896351478,3.222633894,2.817650615,2.495523698,2.561965901,2.117864047,1.755878798,1.582133557,1.383166723,1.272052931,1.387289131,1.483161018,1.529309559,1.468811238,1.355728578,1.38376969,1.290746983,1.177517253,1.145843314,1.214002043,1.115808251,1.103257676,1.132793112,1.123274262,1.109437883,1.099182075,1.075529552,1.043663396,0.981709721
Zambia,赞比亚,ZMB,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00141959,2.361458731,3.664122137,3.220685192,2.388344081,4.195269403,3.410825089,2.337445885,2.705049763,1.429398243,1.719245386,1.451688414,1.051809553,1.007661038,0,1.64831846,0,0,0,0,1.580899604,1.674406237,1.6136458,1.652418861,1.552422316,1.441530462,1.382592765,1.317606823,1.357851911,1.359739114,1.633868492,1.753234112,1.424504358,1.305199751,1.400950059
Zimbabwe,津巴布韦,ZWE,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,1.1895684,1.322462355,1.360057266,2.068126521,2.422768879,2.438700775,2.288061688,2.182843485,2.625853629,2.976997639,3.399446389,4.626713598,6.538126661,7.99131354,8.520521487,6.629085628,4.864318346,5.122545288,5.560850582,5.677649911,5.48666915,5.503819863,5.823888922,5.208706557,4.931030737,4.741296395,4.597383643,4.393014338,3.812568733,3.598294975,3.675783069,3.330273729,3.46392504,2.826229713,2.505283902,3.416347933,2.867264717,7.079265449,2.298483593,3.036586098,1.627242374,2.215762913,0,0,0,0.976401091,1.643838435,2.263931109,2.343083535,2.324733963,2.343629225,2.220728409,1.930134147,2.169606363
